individual,lifetime_reproduction,ImmGeneticAncestry,sex,ShotOrNot
3027,0,0.25,Female,DeadNotShot
3028,0,0,Male,DeadNotShot
3029,1,0.25,Female,DeadNotShot
3030,8,0,Female,DeadNotShot
3031,0,0.25,Male,DeadNotShot
3032,0,0.125,Female,DeadNotShot
3033,9,0.75,Male,DeadNotShot
3034,0,0.25,Male,Shot
3035,0,0.25,Male,DeadNotShot
3036,3,0.5,Female,Shot
3037,6,0.375,Female,Shot
3038,3,0.75,Female,Shot
3039,0,0.75,Male,DeadNotShot
3040,0,0.75,Male,Shot
3041,0,0.75,Male,DeadNotShot
3042,0,0,Male,DeadNotShot
3043,0,0,Female,DeadNotShot
3044,32,0.875,Male,DeadNotShot
3045,16,1,Male,DeadNotShot
3046,5,0.8125,Male,DeadNotShot
3047,4,0.375,Female,DeadNotShot
3048,7,0.125,Female,DeadNotShot
3049,9,0.625,Female,DeadNotShot
3050,0,0.5,Female,Shot
3051,0,0,Male,DeadNotShot
3052,0,0,Male,DeadNotShot
3053,0,0,Male,DeadNotShot
3054,0,0,Male,DeadNotShot
3055,13,0,Female,DeadNotShot
3056,2,0,Female,Shot
3057,8,0,Female,DeadNotShot
3058,0,0,Male,DeadNotShot
3059,0,0,Male,DeadNotShot
3060,0,0,Male,DeadNotShot
3061,8,0.5,Female,Shot
3062,0,0,Female,DeadNotShot
3063,0,0.3515625,Male,DeadNotShot
3064,0,0.2265625,Male,Living
3065,0,0.3828125,Female,Shot
3066,0,0.2265625,Female,DeadNotShot
3067,0,0.5,Female,Shot
3068,0,0.2265625,Male,Shot
3069,20,1,Male,DeadNotShot
3070,0,1,Female,DeadNotShot
3071,0,0.625,Male,DeadNotShot
3072,0,0.625,Female,DeadNotShot
3073,1,0.8125,Female,DeadNotShot
3074,0,0.8125,Male,DeadNotShot
3075,0,0.5,Male,DeadNotShot
3076,0,0,Male,DeadNotShot
3077,4,0.25,Female,DeadNotShot
3078,0,0.25,Female,DeadNotShot
3079,0,0.25,Male,DeadNotShot
3080,3,0.5,Female,DeadNotShot
3081,0,0.1875,Male,Shot
3082,0,0.25,Male,DeadNotShot
3083,1,0.125,Male,DeadNotShot
3084,2,0.125,Female,Shot
3085,0,0.5,Male,Shot
3086,2,0.25,Male,DeadNotShot
3087,0,0.5,Male,Shot
3088,4,0.125,Female,Shot
3089,5,0.625,Female,DeadNotShot
3090,0,0.375,Female,DeadNotShot
3091,0,0.375,Female,DeadNotShot
3092,0,0.375,Male,Shot
3093,9,0.4375,Female,DeadNotShot
3094,0,0.625,Male,Shot
3095,9,0.25,Female,DeadNotShot
3096,0,0.625,Female,DeadNotShot
3097,0,0.25,Female,DeadNotShot
3098,0,0.4375,Male,Shot
3099,0,0.515625,Male,DeadNotShot
3100,0,1,Male,DeadNotShot
3101,1,0.5,Male,DeadNotShot
3102,0,0,Female,DeadNotShot
3103,0,0,Female,DeadNotShot
3104,0,0.5,Male,DeadNotShot
3105,0,0,Female,DeadNotShot
3106,0,0,Female,DeadNotShot
3107,5,0,Male,DeadNotShot
3108,2,1,Female,DeadNotShot
3109,0,0.3125,Female,DeadNotShot
3110,0,0.3125,Female,DeadNotShot
3111,0,0.3125,Male,DeadNotShot
3112,0,0.5,Male,Shot
3113,0,0,Male,DeadNotShot
3114,8,1,Female,DeadNotShot
3115,0,0.09375,Female,DeadNotShot
3116,0,0.09375,Female,DeadNotShot
3117,0,1,Male,DeadNotShot
3118,1,0,Female,DeadNotShot
3119,0,0.25,Male,DeadNotShot
3120,14,0.5,Female,DeadNotShot
3121,0,0.25,Male,DeadNotShot
3122,0,0,Male,DeadNotShot
3123,0,0,Female,DeadNotShot
3124,0,0.34375,Male,Living
3125,0,0.46875,Female,DeadNotShot
3126,0,0.5,Male,Shot
3127,0,0,Male,DeadNotShot
3128,0,0,Male,DeadNotShot
3129,0,0.171875,Male,DeadNotShot
3130,2,0.5,Female,DeadNotShot
3131,0,0.5,Male,DeadNotShot
3132,0,0.125,Male,DeadNotShot
3133,0,0,Female,DeadNotShot
3134,0,0,Female,DeadNotShot
3135,0,0,Male,DeadNotShot
3136,0,0,Male,DeadNotShot
3137,0,0,Male,DeadNotShot
3138,6,0.5,Female,DeadNotShot
3139,0,0,Male,DeadNotShot
3140,0,0,Male,DeadNotShot
3141,0,0,Female,DeadNotShot
3142,8,0,Female,DeadNotShot
3143,8,0,Female,DeadNotShot
3144,0,0,Female,DeadNotShot
3145,0,0,Female,DeadNotShot
3146,0,0.25,Male,DeadNotShot
3147,10,0,Female,DeadNotShot
3148,0,0.5,Male,Shot
3149,0,0.5,Male,DeadNotShot
3150,0,0.625,Female,DeadNotShot
3151,0,0.4375,Male,Shot
3152,0,0.40625,Male,DeadNotShot
3153,11,0.3125,Female,DeadNotShot
3154,0,0.1875,Male,DeadNotShot
3155,0,1,Male,DeadNotShot
3156,0,1,Male,DeadNotShot
3157,0,0.625,Female,DeadNotShot
3158,0,0.4375,Female,DeadNotShot
3159,0,0.640625,Female,DeadNotShot
3160,0,0.75,Female,DeadNotShot
3161,0,0.75,Male,Shot
3162,0,0.25,Male,DeadNotShot
3163,2,0.578125,Female,Living
3164,2,0.2890625,Female,Shot
3165,0,0.7890625,Male,Living
3166,0,0.2890625,Female,Living
3167,0,0.671875,Male,Living
3168,0,0.28125,Male,DeadNotShot
3169,0,0.28125,Male,DeadNotShot
3170,0,0.6875,Male,DeadNotShot
3171,0,0.6640625,Female,DeadNotShot
3172,0,0.609375,Male,Shot
3173,0,0.640625,Male,DeadNotShot
3174,0,0.5,Female,DeadNotShot
3175,0,0.5,Female,DeadNotShot
3176,0,0.25,Male,DeadNotShot
3177,5,0.90625,Female,DeadNotShot
3178,0,0.40625,Male,DeadNotShot
3179,0,0.796875,Male,DeadNotShot
3180,5,0.796875,Female,Living
3181,2,0.5625,Female,Shot
3182,4,0.8125,Female,Living
3183,0,0.84375,Male,DeadNotShot
3184,2,0.8125,Female,Living
3185,0,0.90625,Male,Living
3186,0,0,Male,DeadNotShot
3187,8,0.5,Female,Shot
3188,0,0,Male,DeadNotShot
3189,0,0,Female,DeadNotShot
3190,0,0.5,Male,Shot
3191,0,0,Male,DeadNotShot
3192,0,0,Male,DeadNotShot
3193,0,0,Male,Shot
3194,0,0,Male,DeadNotShot
3195,0,0,Male,DeadNotShot
3196,1,0.5,Female,DeadNotShot
3197,0,0,Female,Shot
3198,0,0.125,Female,DeadNotShot
3199,2,0.25,Male,DeadNotShot
3200,2,0.59375,Male,DeadNotShot
3201,0,0.71875,Male,Shot
3202,5,0.78125,Male,Shot
3203,0,0,Male,Shot
3204,0,0,Male,DeadNotShot
3205,0,0,Male,Shot
3206,0,0,Male,DeadNotShot
3207,1,1,Male,DeadNotShot
3208,0,1,Male,DeadNotShot
3209,0,0.25,Male,DeadNotShot
3210,0,0.375,Male,Shot
3211,1,0.6875,Female,Shot
3212,1,0.59375,Female,Shot
3213,0,0.25,Male,Shot
3214,0,0.375,Female,DeadNotShot
3215,1,0.375,Male,Shot
3216,0,0.25,Male,DeadNotShot
3217,0,0,Male,DeadNotShot
3218,0,0,Male,DeadNotShot
3219,0,0,Male,DeadNotShot
3220,0,0,Male,DeadNotShot
3221,0,0,Male,DeadNotShot
3222,0,0,Female,DeadNotShot
3223,1,0,Female,DeadNotShot
3224,0,0,Male,DeadNotShot
3225,0,0,Female,DeadNotShot
3226,0,0.90625,Male,DeadNotShot
3227,0,0.796875,Male,Shot
3228,0,0.390625,Male,Living
3229,0,0.6875,Female,Living
3230,0,0.5625,Male,Living
3231,0,0.890625,Male,Living
3232,0,0.296875,Female,Shot
3233,0,0.5625,Male,DeadNotShot
3234,0,0.4375,Male,DeadNotShot
3235,2,0.625,Male,DeadNotShot
3236,0,0.265625,Female,DeadNotShot
3237,0,0.265625,Male,DeadNotShot
3238,0,0.625,Female,DeadNotShot
3239,0,0.375,Female,DeadNotShot
3240,0,0.40625,Female,DeadNotShot
3241,0,0.5,Female,DeadNotShot
3242,0,0.25,Male,DeadNotShot
3243,0,0.625,Male,DeadNotShot
3244,0,0.5,Female,DeadNotShot
3245,4,0.5,Female,DeadNotShot
3246,0,0.5,Male,DeadNotShot
3247,0,0.5625,Female,DeadNotShot
3248,0,0.25,Male,DeadNotShot
3249,0,0.53515625,Male,Living
3250,0,0.70703125,Male,DeadNotShot
3251,0,0.46875,Male,DeadNotShot
3252,0,0.3125,Female,DeadNotShot
3253,0,0.25,Female,DeadNotShot
3254,0,0.46875,Male,DeadNotShot
3255,5,0.40625,Female,Living
3256,0,0.40625,Female,DeadNotShot
3257,0,0.40625,Female,DeadNotShot
3258,0,0.3125,Male,DeadNotShot
3259,0,0.25,Female,DeadNotShot
3260,0,0.2890625,Female,DeadNotShot
3261,0,0.375,Male,DeadNotShot
3262,0,0.8359375,Female,Shot
3263,0,0.7890625,Female,DeadNotShot
3264,0,1,Male,DeadNotShot
3265,0,1,Male,DeadNotShot
3266,0,0.65625,Female,DeadNotShot
3267,0,0.75,Female,DeadNotShot
3268,0,0.578125,Female,Living
3269,0,0.75,Female,Living
3270,0,0,Female,DeadNotShot
3271,0,0,Male,DeadNotShot
3272,0,0,Female,DeadNotShot
3273,0,0,Male,DeadNotShot
3274,0,0,Male,DeadNotShot
3275,0,0.125,Male,DeadNotShot
3276,2,0.5,Male,DeadNotShot
3277,0,0.59375,Female,Shot
3278,0,0.34375,Male,DeadNotShot
3279,6,0.40625,Male,DeadNotShot
3280,0,0.46875,Female,DeadNotShot
3281,1,0.59375,Female,Shot
3282,0,0.21875,Female,Shot
3283,0,0.59375,Female,DeadNotShot
3284,0,0.65234375,Female,Shot
3285,0,0.375,Male,DeadNotShot
3286,0,0,Male,DeadNotShot
3287,0,0,Female,DeadNotShot
3288,0,0.5,Male,DeadNotShot
3289,0,0,Male,DeadNotShot
3290,0,0,Female,DeadNotShot
3291,0,0,Male,DeadNotShot
3292,2,0.78125,Male,Shot
3293,0,0.78125,Male,Shot
3294,2,0.53125,Female,DeadNotShot
3295,5,0.71875,Female,DeadNotShot
3296,1,0.78125,Female,DeadNotShot
3297,0,0.46875,Male,DeadNotShot
3298,1,0.59375,Female,Living
3299,0,0.625,Female,Living
3300,0,0.78125,Female,Living
3301,0,0.5703125,Male,Living
3302,0,0.65625,Female,Living
3303,0,0,Male,DeadNotShot
3304,0,1,Male,DeadNotShot
3305,7,0.65625,Female,DeadNotShot
3306,5,0.96875,Female,Living
3307,9,0.625,Female,Living
3308,0,0.5625,Male,Shot
3309,3,0.875,Male,Living
3310,0,0.90625,Female,DeadNotShot
3311,0,0.78125,Male,DeadNotShot
3312,0,0.84375,Male,Shot
3313,0,0.890625,Female,DeadNotShot
3314,0,0.890625,Male,DeadNotShot
3315,0,0.953125,Male,Shot
3316,0,0.75,Male,Living
3317,0,0.765625,Female,Living
3318,0,0.6640625,Female,Living
3319,0,0.7421875,Female,Living
3320,0,0,Male,DeadNotShot
3321,5,0,Male,DeadNotShot
3322,3,0,Male,DeadNotShot
3323,10,0,Female,DeadNotShot
3324,0,0,Male,Shot
3325,0,0,Female,DeadNotShot
3326,44,0.5,Male,Shot
3327,19,0.25,Male,DeadNotShot
3328,5,0,Male,DeadNotShot
3329,5,0.5,Female,DeadNotShot
3330,0,0,Male,DeadNotShot
3331,10,0,Female,DeadNotShot
3332,0,0,Male,DeadNotShot
3333,0,0.1875,Male,Living
3334,0,0,Male,DeadNotShot
3335,1,0,Male,DeadNotShot
3336,0,0,Male,Shot
3337,12,0,Female,DeadNotShot
3338,2,0,Male,DeadNotShot
3339,0,0,Male,DeadNotShot
3340,0,0,Male,DeadNotShot
3341,0,0,Female,DeadNotShot
3342,0,0,Male,DeadNotShot
3343,0,0,Female,DeadNotShot
3344,0,0,Male,DeadNotShot
3345,0,0,Female,DeadNotShot
3346,0,0,Male,DeadNotShot
3347,0,0,Male,DeadNotShot
3348,13,0,Female,DeadNotShot
3349,0,0,Male,DeadNotShot
3350,0,0.609375,Male,DeadNotShot
3351,0,0.609375,Female,DeadNotShot
3352,0,0.703125,Female,DeadNotShot
3353,0,0.703125,Female,Living
3354,0,0.515625,Female,DeadNotShot
3355,7,1,Male,DeadNotShot
3356,0,0.484375,Female,DeadNotShot
3357,16,0.75,Male,DeadNotShot
3358,1,0.375,Male,DeadNotShot
3359,6,0.5,Female,DeadNotShot
3360,4,0.25,Female,DeadNotShot
3361,0,0.625,Male,DeadNotShot
3362,0,0.75,Female,DeadNotShot
3363,0,0.375,Male,DeadNotShot
3364,0,0.625,Male,Shot
3365,0,0.625,Female,DeadNotShot
3366,1,0.1875,Female,Shot
3367,0,0.421875,Male,DeadNotShot
3368,0,0,Male,DeadNotShot
3369,0,1,Male,DeadNotShot
3370,0,0.21875,Male,DeadNotShot
3371,0,0.453125,Female,DeadNotShot
3372,0,0.33203125,Female,DeadNotShot
3373,0,0.53515625,Male,Living
3374,0,0.23828125,Male,DeadNotShot
3375,28,1,Male,DeadNotShot
3376,20,0.6875,Male,DeadNotShot
3377,1,0.890625,Female,Shot
3378,0,0.390625,Female,DeadNotShot
3379,0,0.8046875,Female,Shot
3380,0,0.703125,Male,DeadNotShot
3381,0,0,Male,DeadNotShot
3382,0,0.125,Male,DeadNotShot
3383,0,0.25,Male,DeadNotShot
3384,0,0.25,Male,DeadNotShot
3385,7,0,Female,DeadNotShot
3386,4,0,Female,DeadNotShot
3387,0,0,Female,DeadNotShot
3388,3,0,Female,DeadNotShot
3389,5,0,Female,DeadNotShot
3390,0,1,Male,DeadNotShot
3391,4,0.53125,Female,DeadNotShot
3392,0,0.53125,Female,DeadNotShot
3393,0,0.125,Male,Living
3394,5,0.28125,Female,Living
3395,1,0.09375,Male,Living
3396,0,0.53125,Female,DeadNotShot
3397,2,0.4375,Female,Shot
3398,0,0.53125,Female,Living
3399,0,0.46875,Female,DeadNotShot
3400,0,0.265625,Male,DeadNotShot
3401,0,0.265625,Male,DeadNotShot
3402,0,0.265625,Female,Shot
3403,0,0,Male,DeadNotShot
3404,0,0,Male,DeadNotShot
3405,5,0,Female,DeadNotShot
3406,0,0,Male,DeadNotShot
3407,6,0,Female,DeadNotShot
3408,0,0,Male,DeadNotShot
3409,0,0,Male,DeadNotShot
3410,0,0,Male,DeadNotShot
3411,5,0,Female,DeadNotShot
3412,1,0,Female,DeadNotShot
3413,0,0,Male,DeadNotShot
3414,0,0,Male,DeadNotShot
3415,9,0,Female,DeadNotShot
3416,0,0,Male,DeadNotShot
3417,0,0.78125,Male,DeadNotShot
3418,0,0.625,Female,DeadNotShot
3419,0,0.875,Male,Living
3420,0,0.5625,Male,DeadNotShot
3421,0,0.46875,Female,Living
3422,9,0.0625,Female,DeadNotShot
3423,11,0.34375,Female,Living
3424,0,0.5625,Male,DeadNotShot
3425,0,0.5625,Female,DeadNotShot
3426,0,0.28125,Female,DeadNotShot
3427,0,0.15625,Male,Shot
3428,0,0.5,Female,DeadNotShot
3429,0,0.46875,Female,DeadNotShot
3430,4,0.46875,Female,Living
3431,0,0.5,Male,DeadNotShot
3432,0,0.5625,Male,Shot
3433,0,1,Male,DeadNotShot
3434,0,0.421875,Female,Shot
3435,0,0.328125,Male,Living
3436,0,1,Male,DeadNotShot
3437,0,0.25,Female,DeadNotShot
3438,5,0.65625,Female,DeadNotShot
3439,3,0.65625,Male,Shot
3440,13,0.65625,Male,Living
3441,0,0.25,Male,DeadNotShot
3442,0,0.59375,Male,Shot
3443,4,0.5703125,Female,Living
3444,0,0.296875,Male,DeadNotShot
3445,0,0.25,Female,DeadNotShot
3446,9,1,Male,DeadNotShot
3447,0,1,Male,DeadNotShot
3448,0,1,Male,DeadNotShot
3449,0,1,Male,DeadNotShot
3450,0,1,Male,DeadNotShot
3451,0,1,Male,DeadNotShot
3452,0,1,Male,DeadNotShot
3453,0,1,Male,DeadNotShot
3454,0,1,Male,DeadNotShot
3455,0,1,Male,DeadNotShot
3456,0,1,Male,DeadNotShot
3457,0,1,Male,DeadNotShot
3458,0,1,Male,DeadNotShot
3459,0,1,Male,DeadNotShot
3460,9,0.5,Female,DeadNotShot
3461,9,0.5,Male,DeadNotShot
3462,0,0.25,Male,DeadNotShot
3463,0,0.25,Male,DeadNotShot
3464,8,0.25,Male,DeadNotShot
3465,16,0.25,Male,DeadNotShot
3466,1,0.375,Male,DeadNotShot
3467,0,0.625,Male,DeadNotShot
3468,0,0.75,Male,DeadNotShot
3469,0,1,Female,DeadNotShot
3470,0,0.28125,Male,DeadNotShot
3471,0,0.515625,Male,DeadNotShot
3472,0,0.3125,Female,DeadNotShot
3473,0,0.5625,Female,DeadNotShot
3474,0,0.15625,Female,DeadNotShot
3475,0,0.453125,Male,DeadNotShot
3476,0,0.2890625,Male,DeadNotShot
3477,0,0.65625,Female,DeadNotShot
3478,0,0.28125,Male,DeadNotShot
3479,13,0,Male,DeadNotShot
3480,0,0,Male,DeadNotShot
3481,0,0,Male,DeadNotShot
3482,0,0.25,Female,DeadNotShot
3483,0,0.375,Male,DeadNotShot
3484,0,0.5,Male,DeadNotShot
3485,0,0.5,Male,DeadNotShot
3486,10,0.5,Female,DeadNotShot
3487,1,0.25,Female,DeadNotShot
3488,2,0.625,Male,DeadNotShot
3489,0,0.34375,Male,DeadNotShot
3490,0,0.25,Female,DeadNotShot
3491,0,1,Male,DeadNotShot
3492,0,0,Male,DeadNotShot
3493,13,0.625,Male,DeadNotShot
3494,0,1,Male,DeadNotShot
3495,0,0.015625,Male,DeadNotShot
3496,0,0.453125,Female,Shot
3497,0,0.328125,Male,DeadNotShot
3498,0,0.828125,Male,DeadNotShot
3499,0,0.734375,Male,Living
3500,0,0.828125,Male,DeadNotShot
3501,0,0.328125,Female,Living
3502,0,0.828125,Female,DeadNotShot
3503,11,0.75,Male,Living
3504,0,0.25,Male,DeadNotShot
3505,0,0.03125,Male,Shot
3506,0,0.40625,Male,DeadNotShot
3507,0,0.03125,Male,DeadNotShot
3508,0,0.03125,Female,Shot
3509,0,0.03125,Male,DeadNotShot
3510,1,0.28125,Female,Shot
3511,0,0.1875,Female,DeadNotShot
3512,2,0.6875,Female,Shot
3513,2,0.6875,Female,Shot
3514,3,0.625,Female,Shot
3515,0,0.5625,Male,DeadNotShot
3516,0,0.4375,Male,DeadNotShot
3517,0,0.625,Male,DeadNotShot
3518,0,0.3125,Female,DeadNotShot
3519,0,0.3125,Male,DeadNotShot
3520,0,1,Male,DeadNotShot
3521,0,0,Male,DeadNotShot
3522,25,0.25,Male,DeadNotShot
3523,6,0.5,Male,DeadNotShot
3524,0,0,Male,DeadNotShot
3525,5,0,Female,DeadNotShot
3526,2,0,Male,DeadNotShot
3527,11,0.5,Female,DeadNotShot
3528,0,0,Male,DeadNotShot
3529,2,0,Male,DeadNotShot
3530,0,0,Female,DeadNotShot
3531,5,0.5,Male,DeadNotShot
3532,2,0,Female,DeadNotShot
3533,11,0,Female,DeadNotShot
3534,4,1,Male,DeadNotShot
3535,0,0.5625,Male,DeadNotShot
3536,0,0.46875,Male,Shot
3537,0,0.8125,Male,DeadNotShot
3538,0,0.75,Male,DeadNotShot
3539,0,0.71875,Male,DeadNotShot
3540,0,0.578125,Male,Living
3541,0,0.96875,Male,Shot
3542,0,0.8125,Male,Shot
3543,0,0.625,Male,Shot
3544,8,0.625,Female,Living
3545,4,0.625,Female,Living
3546,0,0.875,Female,DeadNotShot
3547,0,0.46875,Female,DeadNotShot
3548,0,0.96875,Male,DeadNotShot
3549,7,1,Male,Living
3550,0,0.59375,Male,Shot
3551,0,0.1875,Male,Shot
3552,0,0.53125,Male,Shot
3553,3,0.53125,Female,Shot
3554,2,0,Male,DeadNotShot
3555,1,0.59765625,Female,Shot
3556,0,0.78515625,Female,Living
3557,0,0.61328125,Male,Living
3558,0,0.28515625,Female,Living
3559,0,0.65625,Female,DeadNotShot
3560,1,0.40625,Male,DeadNotShot
3561,0,0.171875,Male,DeadNotShot
3562,0,1,Male,DeadNotShot
3563,0,0,Male,DeadNotShot
3564,0,0,Male,DeadNotShot
3565,0,0.25,Female,DeadNotShot
3566,0,0.125,Male,DeadNotShot
3567,0,0.125,Male,Shot
3568,9,0.3125,Female,DeadNotShot
3569,4,0.25,Male,Shot
3570,2,0,Male,Shot
3571,0,0,Male,DeadNotShot
3572,0,0,Male,DeadNotShot
3573,6,0.5,Male,DeadNotShot
3574,7,0,Female,DeadNotShot
3575,0,0,Male,DeadNotShot
3576,0,0.375,Female,DeadNotShot
3577,12,0.71875,Female,DeadNotShot
3578,0,0.375,Male,Shot
3579,9,0.515625,Female,Living
3580,4,0.65625,Male,Living
3581,5,0.46875,Female,Shot
3582,6,0.46875,Female,DeadNotShot
3583,0,0.71875,Male,DeadNotShot
3584,1,0.71875,Male,Shot
3585,7,0.59375,Female,DeadNotShot
3586,0,0.5,Female,DeadNotShot
3587,0,0.84375,Male,DeadNotShot
3588,0,1,Male,DeadNotShot
3589,0,0.3125,Male,DeadNotShot
3590,0,0.3125,Male,DeadNotShot
3591,3,0.3125,Female,DeadNotShot
3592,0,0.1875,Male,DeadNotShot
3593,0,0.3125,Male,DeadNotShot
3594,0,0.4375,Male,DeadNotShot
3595,4,0.625,Female,Shot
3596,0,0.6328125,Female,Shot
3597,1,1,Female,DeadNotShot
3598,0,0.09375,Female,DeadNotShot
3599,0,1,Male,DeadNotShot
3600,13,1,Male,Shot
3601,0,0,Male,DeadNotShot
3602,0,1,Male,DeadNotShot
3603,0,0,Male,DeadNotShot
3604,0,0.421875,Female,Shot
3605,0,0.90625,Male,DeadNotShot
3606,0,0.71875,Female,DeadNotShot
3607,0,0.59375,Female,DeadNotShot
3608,0,0.828125,Female,Shot
3609,0,0.9453125,Female,Living
3610,0,1,Male,DeadNotShot
3611,6,1,Male,DeadNotShot
3612,0,1,Male,DeadNotShot
3613,0,0.171875,Male,Living
3614,0,0.171875,Female,Shot
3615,0,0.25,Male,DeadNotShot
3616,0,0.25,Male,DeadNotShot
3617,5,0.25,Female,DeadNotShot
3618,4,0.5,Female,DeadNotShot
3619,0,0,Female,DeadNotShot
3620,0,0,Male,DeadNotShot
3621,0,0,Male,DeadNotShot
3622,0,0,Male,DeadNotShot
3623,0,0,Male,DeadNotShot
3624,0,0,Female,DeadNotShot
3625,0,0.125,Male,DeadNotShot
3626,0,0.125,Male,DeadNotShot
3627,0,0,Female,DeadNotShot
3628,3,0.625,Female,DeadNotShot
3629,0,0,Female,DeadNotShot
3630,3,0,Female,DeadNotShot
3631,0,0,Female,DeadNotShot
3632,0,0.515625,Male,DeadNotShot
3633,0,0.671875,Female,DeadNotShot
3634,0,0.65625,Male,DeadNotShot
3635,0,0.671875,Male,DeadNotShot
3636,0,0,Male,DeadNotShot
3637,0,0,Female,DeadNotShot
3638,0,0,Male,DeadNotShot
3639,0,0.125,Female,DeadNotShot
3640,1,0.125,Female,DeadNotShot
3641,0,0.125,Male,DeadNotShot
3642,0,0.125,Male,DeadNotShot
3643,0,0.375,Male,DeadNotShot
3644,0,0.640625,Male,Living
3645,3,0.125,Female,DeadNotShot
3646,9,0.625,Male,DeadNotShot
3647,0,0.625,Male,DeadNotShot
3648,0,0.125,Male,DeadNotShot
3649,0,0.125,Male,DeadNotShot
3650,3,0.375,Female,DeadNotShot
3651,0,0.265625,Male,DeadNotShot
3652,0,0.265625,Male,DeadNotShot
3653,0,0.25,Male,DeadNotShot
3654,0,0.5625,Female,DeadNotShot
3655,0,0.25,Female,DeadNotShot
3656,0,0.5,Male,DeadNotShot
3657,0,0.5625,Female,DeadNotShot
3658,0,0.5625,Male,DeadNotShot
3659,0,0.25,Male,DeadNotShot
3660,3,0.375,Male,DeadNotShot
3661,0,0.25,Female,DeadNotShot
3662,0,0.46875,Female,DeadNotShot
3663,0,0.09375,Male,DeadNotShot
3664,4,0.28125,Female,DeadNotShot
3665,3,0.09375,Female,Living
3666,5,0.09375,Female,Living
3667,0,0.09375,Male,Living
3668,0,0.4765625,Female,Living
3669,2,0,Female,DeadNotShot
3670,4,0,Female,DeadNotShot
3671,0,0,Male,DeadNotShot
3672,0,0,Male,DeadNotShot
3673,2,0,Female,DeadNotShot
3674,3,1,Male,DeadNotShot
3675,0,1,Male,DeadNotShot
3676,3,0.75,Male,DeadNotShot
3677,0,1,Male,Living
3678,0,0.21875,Female,Shot
3679,0,0.484375,Female,DeadNotShot
3680,0,0.453125,Male,Shot
3681,5,0.609375,Female,Living
3682,2,0.640625,Female,DeadNotShot
3683,0,0.234375,Male,DeadNotShot
3684,0,0.609375,Male,DeadNotShot
3685,0,0,Female,DeadNotShot
3686,0,0.71875,Female,DeadNotShot
3687,6,0.21875,Female,DeadNotShot
3688,0,0.359375,Male,DeadNotShot
3689,4,0.53125,Female,Living
3690,0,0.5625,Female,DeadNotShot
3691,0,0.71875,Male,DeadNotShot
3692,0,0.71875,Male,DeadNotShot
3693,0,1,Male,DeadNotShot
3694,0,0.40625,Female,DeadNotShot
3695,0,0.46875,Male,DeadNotShot
3696,0,0.5625,Female,DeadNotShot
3697,0,0.625,Male,DeadNotShot
3698,0,0.359375,Male,DeadNotShot
3699,0,0.6015625,Male,DeadNotShot
3700,0,0.546875,Female,DeadNotShot
3701,1,0.5,Female,DeadNotShot
3702,26,0.125,Male,DeadNotShot
3703,0,0,Female,DeadNotShot
3704,6,0.25,Female,DeadNotShot
3705,0,0.125,Female,DeadNotShot
3706,0,0.125,Male,DeadNotShot
3707,0,0.5,Male,DeadNotShot
3708,0,0.5,Female,DeadNotShot
3709,3,1,Female,DeadNotShot
3710,1,0.84375,Female,Living
3711,0,0.7265625,Male,Living
3712,0,1,Male,DeadNotShot
3713,3,1,Male,DeadNotShot
3714,0,1,Male,DeadNotShot
3715,0,0,Female,DeadNotShot
3716,4,0.5,Female,DeadNotShot
3717,0,0,Male,DeadNotShot
3718,0,0,Female,DeadNotShot
3719,0,0.59375,Male,Shot
3720,0,0.42578125,Female,DeadNotShot
3721,0,0.62890625,Female,DeadNotShot
3722,0,0.41015625,Female,DeadNotShot
3723,13,0,Female,DeadNotShot
3724,0,0,Male,Shot
3725,1,0,Male,Shot
3726,0,0,Male,Shot
3727,0,0,Female,DeadNotShot
3728,0,0,Male,Shot
3729,0,0,Male,DeadNotShot
3730,7,0,Female,DeadNotShot
3731,0,1,Male,DeadNotShot
3732,0,0.625,Female,DeadNotShot
3733,2,0.625,Male,Shot
3734,0,0.375,Male,DeadNotShot
3735,0,0.625,Male,Shot
3736,1,0.375,Male,DeadNotShot
3737,0,0.625,Male,Shot
3738,0,0.46875,Male,Shot
3739,2,0,Male,DeadNotShot
3740,7,0,Male,DeadNotShot
3741,3,0,Female,DeadNotShot
3742,0,0.65234375,Female,DeadNotShot
3743,0,0,Female,DeadNotShot
3744,7,0,Male,DeadNotShot
3745,0,0,Male,DeadNotShot
3746,0,1,Male,DeadNotShot
3747,6,0.65625,Female,Living
3748,0,0.65625,Male,Shot
3749,0,0.765625,Male,Shot
3750,5,0.515625,Female,Living
3751,3,0.796875,Female,Living
3752,0,0.859375,Female,Shot
3753,0,0.7734375,Male,Shot
3754,0,0.578125,Female,DeadNotShot
3755,0,0.5,Male,DeadNotShot
3756,0,0.734375,Female,Living
3757,0,0.6875,Male,DeadNotShot
3758,0,0.859375,Male,Living
3759,0,0.14453125,Female,Living
3760,0,0.14453125,Male,DeadNotShot
3761,0,0.4375,Male,Shot
3762,22,0.59375,Male,DeadNotShot
3763,0,0.25,Male,Living
3764,0,0.25,Female,Shot
3765,0,0.5,Male,DeadNotShot
3766,0,0.25,Female,DeadNotShot
3767,0,0.5,Male,DeadNotShot
3768,0,0.5,Male,DeadNotShot
3769,0,0.5,Female,DeadNotShot
3770,3,1,Female,DeadNotShot
3771,0,0.8125,Male,DeadNotShot
3772,1,0.46875,Male,Shot
