"","year","degree","obs.days.freq","obs.days.dur","obs.norm","sex","age","anon.id"
"1751",2012,14,3,40.5,1,"male","adult","ceb49d50"
"1752",2013,27,6,21.6,1.33333333333333,"male","adult","ceb49d50"
"1753",2014,31,6,31,1.5,"male","adult","ceb49d50"
"1754",2015,18,5,16,1.2,"male","adult","ceb49d50"
"1755",2012,5,1,NA,1,"male","adult","f6765c4f"
"1756",2015,36,4,42.3333333333333,1,"male","adult","f6765c4f"
"1757",2014,25,4,40,1.25,"male","adult","bf311f6e"
"1758",2012,16,2,27,1,"male","adult","bf311f6e"
"1759",2015,23,6,26.8,1.33333333333333,"male","adult","bf311f6e"
"1760",2013,33,5,25.75,1,"male","adult","bf311f6e"
"1761",2012,6,1,NA,1,NA,"calf","87f3de71"
"1762",2013,16,2,175,1.5,NA,"calf","87f3de71"
"1763",2014,3,2,1,1,"male","adult","2dbf992c"
"1764",2012,8,2,25,1,"male","adult","2dbf992c"
"1765",2013,5,1,NA,1,"male","adult","2dbf992c"
"1766",2014,9,1,NA,1,"female","juvenile","157d5833"
"1767",2013,12,3,38,1,"female","juvenile","157d5833"
"1768",2015,2,1,NA,1,"female","juvenile","157d5833"
"1769",2012,20,4,20.3333333333333,1,"female","calf","157d5833"
"1770",2014,10,1,NA,2,"male","adult","5c3a1b12"
"1771",2013,14,2,1,1,"male","adult","5c3a1b12"
"1772",2015,16,3,21.5,1,"male","adult","5c3a1b12"
"1773",2012,7,1,NA,1,"male","adult","5c3a1b12"
"1774",2012,4,1,NA,1,NA,"adult","64f8da0d"
"1775",2014,10,4,41.6666666666667,1.25,"male","adult","9c81b47f"
"1776",2013,27,6,30,1.16666666666667,"male","adult","9c81b47f"
"1777",2015,18,2,148,1,"male","adult","9c81b47f"
"1778",2012,10,3,5.5,1,"male","juvenile","9c81b47f"
"1779",2012,2,1,NA,1,"male","adult","a4437560"
"1780",2013,4,2,81,1,"male","adult","ed043641"
"1781",2012,23,3,55.5,1,"male","adult","ed043641"
"1782",2015,2,1,NA,1,"male","adult","d5c6f75e"
"1783",2012,12,3,12.5,1,"male","adult","d5c6f75e"
"1784",2014,3,2,1,1.5,"male","adult","d5c6f75e"
"1785",2012,4,1,NA,1,"male","juvenile","7f8ab003"
"1786",2013,1,1,NA,1,"male","adult","7f8ab003"
"1787",2014,9,1,NA,1,"male","adult","7f8ab003"
"1788",2012,13,2,10,1,"female","adult","4748711c"
"1789",2013,10,4,21.6666666666667,1,NA,"juvenile","0e0f323d"
"1790",2012,16,2,75,1,NA,"calf","0e0f323d"
"1791",2015,39,2,11,1,NA,"juvenile","0e0f323d"
"1792",2012,8,1,NA,1,"male","adult","36cdf322"
"1793",2014,36,6,31,1,"male","adult","36cdf322"
"1794",2015,34,6,26.6,1.16666666666667,"male","adult","36cdf322"
"1795",2013,33,5,23.75,1.4,"male","adult","36cdf322"
"1796",2013,49,7,21,1.14285714285714,NA,"adult","81e6bac6"
"1797",2012,30,4,34.6666666666667,1.25,NA,"juvenile","81e6bac6"
"1798",2014,27,4,51.6666666666667,1.5,NA,"adult","81e6bac6"
"1799",2015,31,10,15.8888888888889,1.2,NA,"adult","81e6bac6"
"1800",2014,14,1,NA,2,"female","adult","b9247bd9"
"1801",2013,39,6,33.4,1.16666666666667,"female","adult","b9247bd9"
"1802",2012,9,2,48,1,"female","adult","b9247bd9"
"1803",2012,2,1,NA,1,"male","adult","f06338f8"
"1804",2013,39,6,33.4,1.16666666666667,NA,"calf","c8a1f9e7"
"1805",2012,3,1,NA,1,NA,"calf","c8a1f9e7"
"1806",2014,24,5,9.75,1.6,NA,"juvenile","62edbeba"
"1807",2012,18,1,NA,2,NA,"juvenile","62edbeba"
"1808",2013,19,2,39,1,NA,"juvenile","62edbeba"
"1809",2013,40,5,39.5,1.4,"male","adult","5a2f7fa5"
"1810",2015,3,1,NA,1,"male","adult","5a2f7fa5"
"1811",2012,7,3,36,1.33333333333333,"male","adult","5a2f7fa5"
"1812",2014,4,2,10,1,"male","adult","5a2f7fa5"
"1813",2012,2,1,NA,1,NA,"calf","13683c84"
"1814",2014,3,1,NA,1,NA,"juvenile","13683c84"
"1815",2014,5,3,35.5,1,"female","adult","2baafd9b"
"1816",2012,36,4,22.3333333333333,1.25,"female","adult","2baafd9b"
"1817",2013,10,4,39,1,"female","adult","2baafd9b"
"1818",2015,48,10,20.2222222222222,1.1,"female","adult","2baafd9b"
"1819",2015,4,2,43,1,"male","adult","a64fa90d"
"1820",2012,4,1,NA,1,"male","adult","a64fa90d"
"1821",2014,9,1,NA,1,"male","adult","a64fa90d"
"1822",2013,1,1,NA,1,"male","adult","a64fa90d"
"1823",2012,2,1,NA,1,"male","adult","9e8d6812"
"1824",2012,2,1,NA,1,"male","adult","d7ca2b33"
"1825",2012,6,1,NA,1,NA,"adult","ef08ea2c"
"1826",2015,57,1,NA,1,NA,"adult","ef08ea2c"
"1827",2012,3,1,NA,1,"female","adult","4544ad71"
"1828",2014,2,1,NA,1,NA,"adult","7d866c6e"
"1829",2015,19,2,18,1,NA,"adult","7d866c6e"
"1830",2012,2,2,114,1,NA,"adult","7d866c6e"
"1831",2015,2,1,NA,1,"male","adult","34c12f4f"
"1832",2013,9,2,118,1,"male","adult","34c12f4f"
"1833",2012,7,1,NA,1,"male","adult","34c12f4f"
"1834",2014,13,3,7,1,"male","adult","34c12f4f"
"1835",2014,42,14,14.6153846153846,1.21428571428571,NA,"calf","0c03ee50"
"1836",2013,64,22,9.38095238095238,1.18181818181818,NA,"calf","0c03ee50"
"1837",2015,50,19,12.1666666666667,1.36842105263158,NA,"calf","0c03ee50"
"1838",2012,26,7,20.1666666666667,1.14285714285714,NA,NA,"0c03ee50"
"1839",2013,40,5,39.5,1.4,"male","adult","bb28a7b4"
"1840",2012,7,3,36,1.33333333333333,"male","adult","bb28a7b4"
"1841",2014,4,2,10,1,"male","adult","bb28a7b4"
"1842",2012,1,1,NA,1,NA,"calf","83ea66ab"
"1843",2012,1,1,NA,1,NA,"calf","caad258a"
"1844",2012,2,1,NA,1,"male","adult","f26fe495"
"1845",2013,32,2,149,1,"female","adult","5823a3c8"
"1846",2015,8,1,NA,1,"female","adult","5823a3c8"
"1847",2012,6,2,33,2,"female","adult","5823a3c8"
"1848",2014,1,1,NA,1,"female","adult","5823a3c8"
"1849",2015,4,1,NA,1,"male","adult","60e162d7"
"1850",2012,7,1,NA,1,"male","adult","60e162d7"
"1851",2013,15,3,83,1,"male","adult","60e162d7"
"1852",2014,10,1,NA,2,"male","adult","60e162d7"
"1853",2014,3,1,NA,1,"female","adult","29a621f6"
"1854",2012,6,2,114,1,"female","adult","29a621f6"
"1855",2013,7,2,92,1,"male","adult","1164e0e9"
"1856",2014,22,4,9.66666666666667,1,"male","adult","1164e0e9"
"1857",2012,10,2,18,1.5,"male","adult","1164e0e9"
"1858",2014,3,2,1,1,"male","adult","4304419f"
"1859",2013,5,1,NA,1,"male","adult","4304419f"
"1860",2012,8,3,12.5,1,"male","adult","4304419f"
"1861",2012,12,3,52.5,1.33333333333333,"female","adult","7bc68080"
"1862",2014,6,2,13,1,"female","adult","7bc68080"
"1863",2015,3,1,NA,1,"female","adult","7bc68080"
"1864",2013,19,4,55.3333333333333,1.5,"female","adult","7bc68080"
"1865",2015,87,5,31.75,1,NA,"adult","3281c3a1"
"1866",2013,13,1,NA,2,NA,"adult","3281c3a1"
"1867",2012,2,2,114,1,NA,"adult","3281c3a1"
"1868",2012,2,1,NA,1,"male","adult","0a4302be"
"1869",2013,5,1,NA,1,"male","adult","a00f45e3"
"1870",2012,3,1,NA,1,"male","adult","a00f45e3"
"1871",2014,4,2,70,1,"male","adult","a00f45e3"
"1872",2014,1,1,NA,1,"female","adult","98cd84fc"
"1873",2012,1,1,NA,1,"female","adult","98cd84fc"
"1874",2015,24,5,15,1,"female","adult","d18ac7dd"
"1875",2012,15,4,28.3333333333333,1.25,"female","adult","d18ac7dd"
"1876",2013,14,2,166,1.5,"female","adult","d18ac7dd"
"1877",2012,6,2,96,1,"female","adult","e94806c2"
"1878",2013,2,1,NA,1,"female","adult","e94806c2"
"1879",2015,3,3,111,1,"female","adult","e94806c2"
"1880",2014,18,3,91,1,"female","adult","e94806c2"
"1881",2014,17,2,113,1,NA,"calf","5e634f26"
"1882",2012,31,5,19.5,1.2,NA,"calf","5e634f26"
"1883",2013,34,3,48,1.66666666666667,NA,"calf","5e634f26"
"1884",2015,21,4,13.3333333333333,1.25,NA,"calf","5e634f26"
"1885",2013,14,2,166,1.5,NA,"calf","66a18e39"
"1886",2012,19,4,28.3333333333333,1.25,NA,"calf","66a18e39"
"1887",2015,20,2,109,1,NA,"juvenile","66a18e39"
"1888",2013,5,1,NA,1,"male","adult","2fe6cd18"
"1889",2015,22,2,85,1,"male","adult","2fe6cd18"
"1890",2012,18,2,114,1,"male","adult","2fe6cd18"
"1891",2012,16,1,NA,1,"male","adult","17240c07"
"1892",2012,16,1,NA,1,"male","adult","bd684b5a"
"1893",2012,13,1,NA,1,"female","adult","85aa8a45"
"1894",2013,14,6,37.4,1,"female","adult","85aa8a45"
"1895",2012,3,2,3,1,NA,NA,"ccedc964"
"1896",2012,20,3,57,1.33333333333333,"female","juvenile","f42f087b"
"1897",2014,14,1,NA,2,"female","adult","f42f087b"
"1898",2013,7,2,36,1.5,"female","adult","f42f087b"
"1899",2012,1,1,NA,1,"female","adult","79ca5ced"
"1900",2013,5,1,NA,1,"female","adult","79ca5ced"
"1901",2015,14,3,37,1,"male","adult","41089df2"
"1902",2014,31,4,47,1,"male","adult","41089df2"
"1903",2013,33,5,23.75,1.4,"male","adult","41089df2"
"1904",2012,9,1,NA,1,"male","adult","41089df2"
"1905",2014,9,3,63.5,1,"female","adult","084fded3"
"1906",2013,40,4,41.3333333333333,1.25,"female","adult","084fded3"
"1907",2012,16,3,53,1.66666666666667,"female","adult","084fded3"
"1908",2015,19,7,15.3333333333333,1,"female","adult","084fded3"
"1909",2015,8,3,70,1,"female","adult","308d1fcc"
"1910",2012,1,1,NA,1,"female","adult","308d1fcc"
"1911",2013,7,3,21.5,1,"female","adult","308d1fcc"
"1912",2014,15,2,19,1,"female","adult","9ac15891"
"1913",2012,20,5,10.75,1.2,"female","adult","9ac15891"
"1914",2015,44,2,88,1.5,"female","adult","9ac15891"
"1915",2015,8,2,118,1,NA,"calf","a203998e"
"1916",2012,20,5,10.75,1.2,NA,NA,"a203998e"
"1917",2014,15,2,19,1,NA,"calf","a203998e"
"1918",2012,19,4,36,1,"female","adult","eb44daaf"
"1919",2013,25,1,NA,1,"female","adult","eb44daaf"
"1920",2012,21,2,59,1,"female","adult","d3861bb0"
"1921",2015,129,12,13.9090909090909,1.33333333333333,"female","adult","d3861bb0"
"1922",2014,32,3,55.5,1.66666666666667,"female","adult","d3861bb0"
"1923",2013,8,3,57,1,"female","adult","d3861bb0"
"1924",2012,1,1,NA,1,"female","adult","64ad5254"
"1925",2015,2,1,NA,1,"male","adult","5c6f934b"
"1926",2014,3,2,1,1,"male","adult","5c6f934b"
"1927",2012,3,1,NA,1,"male","adult","5c6f934b"
"1928",2012,3,2,50,1,"male","adult","1528d06a"
"1929",2015,4,2,48,1,"male","adult","1528d06a"
"1930",2013,14,2,1,1,"male","adult","2dea1175"
"1931",2014,12,2,24,2,"male","adult","2dea1175"
"1932",2015,64,2,22,1,"female","adult","87a65628"
"1933",2014,24,7,18.1666666666667,1,"female","adult","87a65628"
"1934",2013,41,3,31.5,1,"female","adult","87a65628"
"1935",2015,63,8,13.1428571428571,1,"female","adult","bf649737"
"1936",2014,68,7,27.5,1.42857142857143,"female","adult","bf649737"
"1937",2013,27,5,30.5,1,"female","adult","bf649737"
"1938",2015,9,2,42,1,"male","adult","f623d416"
"1939",2013,15,3,83,1,"male","adult","f623d416"
"1940",2014,10,1,NA,2,"male","adult","f623d416"
"1941",2013,1,1,NA,1,NA,"juvenile","cee11509"
"1942",2013,24,9,23.875,1,NA,NA,"36987b7b"
"1943",2015,52,4,48,1,NA,"calf","36987b7b"
"1944",2015,10,3,43,1,NA,"calf","0e5aba64"
"1945",2013,6,2,69,1,NA,"calf","0e5aba64"
"1946",2014,3,2,16,1,NA,"calf","0e5aba64"
"1947",2013,22,4,48.6666666666667,1,"male","calf","471df945"
"1948",2015,3,2,28,1,"male","calf","471df945"
"1949",2013,30,1,NA,1,NA,NA,"7fdf385a"
"1950",2014,2,1,NA,1,"female","adult","d5937f07"
"1951",2013,5,1,NA,1,"female","adult","d5937f07"
"1952",2014,3,2,6,1,"female","calf","ed51be18"
"1953",2013,7,6,33.4,1.16666666666667,"female","calf","ed51be18"
"1954",2015,9,6,31.2,1,"female","calf","ed51be18"
"1955",2013,34,2,100,1,NA,"adult","a416fd39"
"1956",2014,2,1,NA,1,"female","adult","9cd43c26"
"1957",2013,5,1,NA,2,"female","adult","9cd43c26"
"1958",2015,4,1,NA,2,"female","adult","9cd43c26"
"1959",2013,43,4,21,1,"female","adult","2bff75c2"
"1960",2014,22,4,49.3333333333333,1,"female","adult","2bff75c2"
"1961",2013,5,1,NA,2,NA,"calf","133db4dd"
"1962",2015,4,1,NA,2,NA,"calf","133db4dd"
"1963",2014,2,1,NA,1,NA,"calf","133db4dd"
"1964",2013,21,5,36,1,NA,"juvenile","5a7af7fc"
"1965",2015,58,2,56,1,NA,"juvenile","5a7af7fc"
"1966",2014,10,3,18,1.33333333333333,NA,"juvenile","5a7af7fc"
"1967",2013,1,NA,NA,NA,NA,"juvenile","62b836e3"
"1968",2014,65,11,19,1.27272727272727,NA,"calf","c8f471be"
"1969",2013,50,19,10.9444444444444,1.26315789473684,NA,"calf","c8f471be"
"1970",2015,60,26,6.8,1.19230769230769,NA,"calf","c8f471be"
"1971",2013,8,1,NA,1,NA,"adult","f036b0a1"
"1972",2014,9,1,NA,1,NA,"juvenile","b971f380"
"1973",2013,27,2,1,1,NA,"juvenile","b971f380"
"1974",2014,5,5,36.5,1,"male","calf","81b3329f"
"1975",2015,30,15,13.0714285714286,1.26666666666667,"male","calf","81b3329f"
"1976",2013,16,12,15.6363636363636,1.08333333333333,"male","calf","81b3329f"
"1977",2013,3,3,38.5,1.33333333333333,"male","adult","0c566609"
"1978",2015,5,1,NA,1,NA,"calf","3494a716"
"1979",2013,3,2,5,1.5,NA,"calf","3494a716"
"1980",2014,4,1,NA,2,NA,"adult","7dd3e437"
"1981",2013,16,2,124,1,NA,"adult","7dd3e437"
"1982",2015,18,2,98,1,NA,"adult","7dd3e437"
"1983",2013,9,1,NA,1,NA,"calf","45112528"
"1984",2014,14,1,NA,2,NA,"calf","45112528"
"1985",2013,27,5,31,1.2,NA,"adult","ef5d6275"
"1986",2014,29,6,25.4,1.33333333333333,NA,"adult","ef5d6275"
"1987",2015,24,4,50.3333333333333,1,NA,"adult","ef5d6275"
"1988",2013,1,1,NA,1,NA,"calf","d79fa36a"
"1989",2015,7,1,NA,1,NA,"calf","d79fa36a"
"1990",2013,10,4,39,1,NA,"calf","9ed8e04b"
"1991",2013,27,3,62,1.33333333333333,NA,"calf","a61a2154"
"1992",2014,6,2,31,1,NA,"calf","a61a2154"
"1993",2015,7,6,15,1,NA,"calf","a61a2154"
"1994",2013,31,1,NA,1,NA,"calf","113168b0"
"1995",2015,32,2,7,1.5,NA,"calf","113168b0"
"1996",2014,10,4,54.3333333333333,1,NA,"calf","113168b0"
"1997",2013,11,2,7,1,"female","adult","29f3a9af"
"1998",2015,6,1,NA,1,"female","adult","29f3a9af"
"1999",2013,3,2,77,1,"male","adult","60b4ea8e"
"2000",2013,6,3,4,1.33333333333333,NA,NA,"58762b91"
"2001",2013,7,1,NA,2,NA,"adult","f23a6ccc"
"2002",2013,16,1,NA,1,"female","adult","caf8add3"
"2003",2013,12,2,11,1,NA,"calf","83bfeef2"
"2004",2013,2,1,NA,1,"male",NA,"bb7d2fed"
"2005",2015,22,4,36.3333333333333,1.25,"male",NA,"bb7d2fed"
"2006",2013,10,3,12,1,"female","adult","a83c3457"
"2007",2015,1,2,73,1,"female","adult","a83c3457"
"2008",2013,3,1,NA,1,NA,NA,"90fef548"
"2009",2013,31,2,31,1,"female","adult","d9b9b669"
"2010",2014,10,4,54.3333333333333,1,"female","adult","d9b9b669"
"2011",2015,80,3,14.5,1.33333333333333,"female","adult","d9b9b669"
"2012",2013,14,3,64.5,1,NA,NA,"e17b7776"
"2013",2015,1,3,40,1,NA,"calf","e17b7776"
"2014",2014,3,2,15,1,"male","adult","4b37302b"
"2015",2013,14,3,89,1.33333333333333,"male","adult","4b37302b"
"2016",2013,35,7,22.5,1,NA,"calf","73f5f134"
"2017",2013,4,1,NA,2,NA,"calf","3ab2b215"
"2018",2014,27,3,8.5,1,NA,"calf","0270730a"
"2019",2015,33,8,19.2857142857143,1.125,NA,"calf","0270730a"
"2020",2013,4,3,23,1,NA,"calf","0270730a"
"2021",2015,3,2,1,1,"female","adult","b55b3aee"
"2022",2013,1,1,NA,1,"female","adult","b55b3aee"
"2023",2015,3,2,49,1,NA,"calf","8d99fbf1"
"2024",2013,5,3,63.5,1.66666666666667,NA,"calf","8d99fbf1"
"2025",2013,8,1,NA,2,NA,NA,"c4deb8d0"
"2026",2013,3,2,2,1.5,"male","adult","fc1c79cf"
"2027",2014,28,6,25.6,1.16666666666667,NA,"calf","56503e92"
"2028",2013,39,4,31.6666666666667,1.25,NA,NA,"56503e92"
"2029",2015,15,13,6.41666666666667,1.30769230769231,"female","calf","6e92ff8d"
"2030",2013,42,18,11.6470588235294,1.16666666666667,"female","calf","6e92ff8d"
"2031",2014,31,31,6.56666666666667,1.19354838709677,"female","calf","6e92ff8d"
"2032",2013,2,1,NA,1,"male","adult","27d5bcac"
"2033",2014,2,1,NA,1,NA,"calf","1f177db3"
"2034",2013,21,4,49,1.5,NA,"calf","1f177db3"
"2035",2014,1,1,NA,1,"female","adult","92f22925"
"2036",2013,11,3,45,1.33333333333333,"female","adult","92f22925"
"2037",2013,18,2,14,1,"male","adult","aa30e83a"
"2038",2014,1,1,NA,1,NA,"calf","e377ab1b"
"2039",2015,3,4,37.3333333333333,1,NA,"calf","e377ab1b"
"2040",2013,1,2,23,1.5,NA,"calf","e377ab1b"
"2041",2015,63,8,13.1428571428571,1,NA,"calf","dbb56a04"
"2042",2014,68,7,27.5,1.42857142857143,NA,"calf","dbb56a04"
"2043",2013,15,4,40.6666666666667,1,NA,"calf","dbb56a04"
"2044",2013,40,4,14,1.25,NA,"adult","71f92d59"
"2045",2015,25,2,130,1,NA,"adult","71f92d59"
"2046",2014,11,1,NA,1,NA,"adult","71f92d59"
"2047",2015,3,1,NA,2,"female","adult","493bec46"
"2048",2013,14,1,NA,1,"female","adult","493bec46"
"2049",2014,7,1,NA,1,NA,"calf","007caf67"
"2050",2013,11,5,19,1.2,NA,NA,"007caf67"
"2051",2015,25,8,19.1428571428571,1.125,NA,"calf","007caf67"
"2052",2013,5,1,NA,1,NA,"calf","38be6e78"
"2053",2015,15,1,NA,1,NA,"calf","8f95279c"
"2054",2013,5,1,NA,1,NA,NA,"8f95279c"
"2055",2015,3,2,24,1,NA,"adult","b757e683"
"2056",2013,3,1,NA,1,NA,"juvenile","b757e683"
"2057",2015,1,2,165,1,NA,"calf","fe10a5a2"
"2058",2014,7,2,68,1.5,NA,"calf","fe10a5a2"
"2059",2013,8,1,NA,1,NA,NA,"fe10a5a2"
"2060",2015,8,1,NA,1,NA,"calf","c6d264bd"
"2061",2014,1,1,NA,1,NA,"calf","c6d264bd"
"2062",2013,32,2,149,1,NA,NA,"c6d264bd"
"2063",2013,14,1,NA,1,"male","adult","6c9e23e0"
"2064",2014,5,1,NA,3,"female","adult","545ce2ff"
"2065",2013,5,3,64.5,1.33333333333333,"female","adult","545ce2ff"
"2066",2013,24,3,39.5,1.33333333333333,"female","adult","1d1ba1de"
"2067",2013,3,2,2,1.5,"male","adult","25d960c1"
"2068",2015,18,4,21.3333333333333,1.25,NA,"adult","dda00eb3"
"2069",2014,29,5,31.75,1.4,NA,"adult","dda00eb3"
"2070",2013,26,3,11.5,1,NA,"adult","dda00eb3"
"2071",2013,10,NA,NA,NA,"male","adult","e562cfac"
"2072",2015,54,51,4.3,1.27450980392157,"female","calf","ac258c8d"
"2073",2014,39,26,7.36,1.11538461538462,"female","calf","ac258c8d"
"2074",2013,57,18,11.4705882352941,1.22222222222222,"female","calf","ac258c8d"
"2075",2013,14,1,NA,1,"male","adult","94e74d92"
"2076",2015,1,1,NA,1,"male","adult","94e74d92"
"2077",2013,2,1,NA,1,"male",NA,"3eab0acf"
"2078",2013,6,8,20.4285714285714,1.125,NA,"calf","0669cbd0"
"2079",2015,2,2,104,1,NA,"calf","0669cbd0"
"2080",2014,1,1,NA,1,NA,"calf","0669cbd0"
"2081",2013,4,1,NA,1,NA,"calf","4f2e88f1"
"2082",2015,82,33,6.9375,1.27272727272727,"male","calf","77ec49ee"
"2083",2014,46,10,21.3333333333333,1.1,"male","calf","77ec49ee"
"2084",2013,94,25,8.16666666666667,1.44,"male",NA,"77ec49ee"
"2085",2013,30,NA,NA,NA,NA,NA,"c0c7000a"
"2086",2013,11,3,45,1.33333333333333,NA,"calf","f805c115"
"2087",2014,1,1,NA,1,NA,"calf","f805c115"
"2088",2014,3,3,42.5,1.33333333333333,NA,"calf","b1428234"
"2089",2015,1,2,51,1,NA,"calf","b1428234"
"2090",2013,56,11,18.9,1.09090909090909,NA,"calf","b1428234"
"2091",2014,1,1,NA,1,NA,"adult","8980432b"
"2092",2014,10,2,1,1,"male","adult","23cc0476"
"2093",2014,9,1,NA,1,NA,"adult","1b0ec569"
"2094",2015,7,1,NA,1,NA,"adult","1b0ec569"
"2095",2014,8,3,51.5,1,NA,NA,"52498648"
"2096",2015,59,2,77,1,NA,"calf","52498648"
"2097",2014,4,2,13,1.5,"female","adult","6a8b4757"
"2098",2014,12,1,NA,3,NA,NA,"e76e13c1"
"2099",2015,1,1,NA,1,NA,NA,"e76e13c1"
"2100",2014,21,2,2,1.5,NA,NA,"dfacd2de"
"2101",2014,7,2,6,1,NA,"calf","96eb91ff"
"2102",2014,10,3,62.5,1,NA,NA,"ae2950e0"
"2103",2014,18,2,2,1,NA,NA,"046517bd"
"2104",2014,20,6,27.4,1.16666666666667,"male",NA,"3ca7d6a2"
"2105",2014,1,1,NA,1,"female","adult","75e09583"
"2106",2015,72,3,63.5,1,"female","adult","75e09583"
"2107",2015,3,1,NA,1,"male",NA,"4d22549c"
"2108",2014,29,3,2.5,1,"male",NA,"4d22549c"
"2109",2014,7,2,6,1,"female","adult","fa091d78"
"2110",2014,9,1,NA,1,"male","juvenile","c2cbdc67"
"2111",2014,1,1,NA,1,"female","adult","8b8c9f46"
"2112",2015,22,3,54.5,1.33333333333333,"female","adult","8b8c9f46"
"2113",2014,18,1,NA,1,NA,NA,"b34e5e59"
"2114",2014,1,1,NA,1,NA,NA,"19021904"
"2115",2015,23,11,8.6,1.18181818181818,NA,NA,"21c0d81b"
"2116",2014,1,1,NA,1,NA,NA,"21c0d81b"
"2117",2014,5,2,36,1,"female","adult","68879b3a"
"2118",2015,9,2,9,1,"female","adult","68879b3a"
"2119",2014,12,1,NA,3,NA,NA,"50455a25"
"2120",2015,1,1,NA,1,NA,NA,"50455a25"
"2121",2014,29,3,2.5,1,NA,NA,"4e05ac4e"
"2122",2015,4,1,NA,3,NA,NA,"4e05ac4e"
"2123",2014,14,1,NA,2,NA,"calf","76c76d51"
"2124",2014,37,9,22.125,1.11111111111111,NA,NA,"3f802e70"
"2125",2015,12,6,22.6,1,NA,"calf","3f802e70"
"2126",2014,3,1,NA,1,NA,NA,"0742ef6f"
"2127",2015,65,5,23,1.4,NA,NA,"ad0ea832"
"2128",2014,19,2,2,1.5,NA,NA,"ad0ea832"
"2129",2014,1,1,NA,1,NA,NA,"95cc692d"
"2130",2014,1,1,NA,1,NA,NA,"dc8b2a0c"
"2131",2014,18,4,36.3333333333333,1.25,NA,NA,"e449eb13"
"2132",2015,52,4,48,1,NA,NA,"e449eb13"
"2133",2015,3,1,NA,1,NA,NA,"5362a2f7"
"2134",2015,40,5,34.25,1,NA,NA,"6ba063e8"
"2135",2015,14,2,4,1,NA,NA,"22e720c9"
"2136",2015,3,1,NA,1,"male","adult","1a25e1d6"
"2137",2015,6,4,45,1,NA,NA,"b069a68b"
"2138",2015,3,1,NA,1,"male","adult","88ab6794"
"2139",2015,1,1,NA,1,NA,NA,"c1ec24b5"
"2140",2015,2,4,43.6666666666667,1,NA,NA,"f92ee5aa"
"2141",2015,1,1,NA,1,"female","adult","74cbb13c"
"2142",2015,4,2,7,1,"male","adult","4c097023"
"2143",2015,22,5,22,1.2,"male","adult","054e3302"
"2144",2015,35,7,9.5,1.28571428571429,NA,NA,"3d8cf21d"
"2145",2015,2,1,NA,1,NA,NA,"97c0b540"
"2146",2015,16,2,26,1.5,NA,"adult","af02745f"
"2147",2015,1,1,NA,1,"female","adult","e645377e"
"2148",2015,1,1,NA,1,NA,NA,"de87f661"
"2149",2015,4,2,1,1,NA,NA,"69acbf85"
"2150",2015,129,12,13.9090909090909,1.33333333333333,NA,NA,"516e7e9a"
"2151",2015,3,2,14,1,"female","adult","18293dbb"
"2152",2015,13,1,NA,1,NA,NA,"20ebfca4"
"2153",2015,1,1,NA,1,NA,"adult","8aa7bbf9"
"2154",2015,6,1,NA,1,"female","adult","b2657ae6"
"2155",2015,17,2,120,1,NA,NA,"fb2239c7"
"2156",2015,62,2,22,1,NA,NA,"c3e0f8d8"
"2157",2015,59,2,42,1,NA,NA,"3b9996aa"
"2158",2015,3,3,51,1,"female","adult","035b57b5"
"2159",2015,73,1,NA,1,"female","adult","4a1c1494"
"2160",2015,13,1,NA,1,NA,NA,"72ded58b"
"2161",2015,57,2,39,1.5,"female","adult","d89292d6"
"2162",2015,3,3,51,1,NA,NA,"e05053c9"
"2163",2015,1,2,24,1,NA,"adult","a91710e8"
"2164",2015,3,2,1,1,NA,NA,"91d5d1f7"
"2165",2015,24,4,2.66666666666667,1.5,NA,NA,"26fe9813"
"2166",2015,5,NA,NA,NA,NA,NA,"1e3c590c"
"2167",2015,1,1,NA,1,NA,NA,"577b1a2d"
"2168",2015,22,3,54.5,1.33333333333333,"male","adult","6fb9db32"
"2169",2015,57,1,NA,1,NA,"adult","c5f59c6f"
"2170",2015,19,2,18,1,NA,"adult","fd375d70"
"2171",2015,35,5,5.75,1.2,NA,NA,"b4701e51"
"2172",2015,29,12,13.0909090909091,1.08333333333333,NA,NA,"8cb2df4e"
"2173",2015,57,1,NA,1,NA,"juvenile","01578bd8"
"2174",2015,9,2,9,1,NA,NA,"39954ac7"
"2175",2015,16,4,32.6666666666667,1,NA,"calf","70d209e6"
"2176",2015,57,1,NA,1,"female","adult","4810c8f9"
"2177",2015,1,1,NA,1,NA,"juvenile","e25c8fa4"
"2178",2015,19,2,18,1,"male","adult","da9e4ebb"
"2179",2015,3,1,NA,2,NA,NA,"93d90d9a"
"2180",2015,21,4,2,1,NA,NA,"ab1bcc85"
"2181",2015,21,3,54.5,1.33333333333333,"male","adult","1c308561"
"2182",2015,4,2,2,1,NA,"adult","24f2447e"
"2183",2015,7,1,NA,1,NA,NA,"6db5075f"
"2184",2015,6,1,NA,1,NA,NA,"5577c640"
"2185",2015,2,3,56.5,1,NA,NA,"ff3b811d"
"2186",2015,1,2,73,1,NA,NA,"c7f94002"
