Code Sex BirthYear DeathYear AgeAtDeath FemaleLBS FemaleLRS ShotOrNot Group Status DeathType MaleLBS animal LBS GGImm Imm Mother
BIE06 Female 2006 2008 2 0 0 DeadNotShot 1 D Q NA BIE06 0 0.1875 loc CFI94
BIE08 Female 2008 2009 0 0 0 DeadNotShot 1 D N NA BIE08 0 0.21875 loc CFI94
BIE97 Female 1997 2010 13 6 3 DeadNotShot 1 D N NA BIE97 6 0.28125 loc CFI94
BIE99 Male 1999 2000 0 NA NA DeadNotShot 1 D N 0 BIE99 0 0.28125 loc CFI94
BIG74 Male 1974 1976 1 NA NA DeadNotShot 1 D N 0 BIG74 0 0 loc BIGHE
BIG75 Female 1975 1976 0 0 0 DeadNotShot 1 D N NA BIG75 0 0 loc BIGHE
BIG76 Female 1976 1988 12 8 1 DeadNotShot 1 D Q NA BIG76 8 0 loc BIGHE
BIG78 Male 1978 1979 0 NA NA DeadNotShot 1 D N 0 BIG78 0 0 loc BIGHE
BIG80 Female 1980 1980 0 0 0 DeadNotShot 1 D N NA BIG80 0 0 loc BIGHE
BIGEA Male 1967 NA NA NA NA DeadNotShot 2 D NA 0 BIGEA 0 0 base NA
BIGGL Male 1994 NA NA NA NA DeadNotShot 2 D NA 0 BIGGL 0 1 Imm NA
BIGHE Female 1968 1980 12 7 1 DeadNotShot 1 D N NA BIGHE 7 0 base NA
BIGPA Male 1984 NA NA NA NA DeadNotShot 2 D NA 0 BIGPA 0 1 Imm NA
BIGSG Male NA NA NA NA NA DeadNotShot 2 U NA 3 BIGSG 3 1 loc NA
BIJ13 Male 2013 2014 0 NA NA DeadNotShot 1 D N 0 BIJ13 0 0.546875 loc OPA07
BIJ16 Female 2016 2017 0 0 0 DeadNotShot 1 D N NA BIJ16 0 0.515625 loc OPA07
BIL84 Female 1984 2000 15 9 3 DeadNotShot 1 D N NA BIL84 9 0.5 loc WHO79
BIL85 Male 1985 1993 8 NA NA Shot 3 D S 1 BIL85 1 0.25 loc WHO79
BILBO Male 1971 1978 7 NA NA Shot 3 D S 0 BILBO 0 1 Imm NA
BILLS Male 1963 1976 12 NA NA DeadNotShot 1 D N 0 BILLS 0 0 base NA
BILLY Male 2000 2006 5 NA NA DeadNotShot 1 D Q 0 BILLY 0 1 Imm NA
BIS81 Female 1981 1982 1 0 0 DeadNotShot 1 D N NA BIS81 0 0 loc CIN76
BIS83 Female 1983 1983 0 0 0 DeadNotShot 1 D N NA BIS83 0 0.5 loc CIN76
BIS84 Male 1984 1986 2 NA NA DeadNotShot 1 D N 0 BIS84 0 0 loc CIN76
BIT01 Female 2001 2009 7 4 2 DeadNotShot 1 D Q NA BIT01 4 0.140625 loc SQU97
BIT03 Male 2003 2003 0 NA NA Shot 3 D S 0 BIT03 0 0.640625 loc SQU97
BITES Male 1978 1992 13 NA NA DeadNotShot 1 D N 9 BITES 9 1 Imm NA
BKNST Male 1973 NA NA NA NA DeadNotShot 2 D NA 0 BKNST 0 1 Imm NA
BLAST Male 1990 NA NA NA NA DeadNotShot 2 D NA 0 BLAST 0 1 Imm NA
BLC76 Female 1976 1976 0 0 0 DeadNotShot 1 D Q NA BLC76 0 0 loc BLO72
BLC77 Female 1977 1980 2 0 0 DeadNotShot 1 D N NA BLC77 0 0 loc BLO72
BLC79 Female 1979 1979 0 0 0 DeadNotShot 1 D D NA BLC79 0 0 loc BLO72
BLC80 Male 1980 1981 0 NA NA DeadNotShot 1 D N 0 BLC80 0 0 loc BLO72
BLC81 Male 1981 1995 13 NA NA DeadNotShot 1 D N 3 BLC81 3 0.5 loc BLO72
BLC82 Male 1982 1982 0 NA NA DeadNotShot 1 D D 0 BLC82 0 0.25 loc BLO72
BLC83 Female 1983 NA NA 5 1 DeadNotShot 2 D NA NA BLC83 5 0 loc BLO72
BLC85 Male 1985 1986 0 NA NA DeadNotShot 1 D N 0 BLC85 0 0 loc BLO72
BLC87 Female 1987 1988 0 0 0 DeadNotShot 1 D N NA BLC87 0 0 loc BLO72
BLC89 Female 1989 1990 0 0 0 DeadNotShot 1 D N NA BLC89 0 0 loc BLO72
BLF95 Female 1995 2006 10 2 1 Shot 3 D S NA BLF95 2 0.875 loc BLUFF
BLIND Male 1964 NA NA NA NA DeadNotShot 2 D NA 0 BLIND 0 0 base NA
BLINK Male 2005 2013 7 NA NA DeadNotShot 1 D Q 0 BLINK 0 1 Imm NA
BLIPS Male 1982 NA NA NA NA DeadNotShot 2 D NA 0 BLIPS 0 1 Imm NA
BLO70 Male 1970 NA NA NA NA DeadNotShot 2 D NA 0 BLO70 0 0 loc BLOSS
BLO72 Female 1972 1990 17 12 3 DeadNotShot 1 D N NA BLO72 12 0 loc BLOSS
BLO73 Female 1973 1975 1 0 0 DeadNotShot 1 D N NA BLO73 0 0 loc BLOSS
BLO74 Female 1974 1975 0 0 0 DeadNotShot 1 D N NA BLO74 0 0 loc BLOSS
BLO75 Female 1975 1992 17 8 4 DeadNotShot 1 D N NA BLO75 8 0 loc BLOSS
BLO77 Male 1977 NA NA NA NA DeadNotShot 2 D NA 0 BLO77 0 0 loc BLOSS
BLO78 Male 1978 NA NA NA NA DeadNotShot 2 D NA 0 BLO78 0 0 loc BLOSS
BLO80 Female 1980 1987 7 3 1 DeadNotShot 1 D Q NA BLO80 3 0 loc BLOSS
BLO82 Female 1982 1983 0 0 0 DeadNotShot 1 D N NA BLO82 0 0.25 loc BLOSS
BLO85 Male 1985 1986 0 NA NA DeadNotShot 1 D N 0 BLO85 0 0 loc BLOSS
BLOGG Male 1987 NA NA NA NA DeadNotShot 2 D NA 0 BLOGG 0 1 Imm NA
BLOSS Female 1967 1986 18 10 5 DeadNotShot 1 D N NA BLOSS 10 0 base NA
BLT68 Female 1968 1981 12 7 5 DeadNotShot 1 D N NA BLT68 7 0 loc BLTLE
BLT69 Female 1969 1985 15 11 6 DeadNotShot 1 D N NA BLT69 11 0 loc BLTLE
BLT71 Male 1971 1982 10 NA NA DeadNotShot 1 D N 14 BLT71 14 0 loc BLTLE
BLT72 Male 1972 1981 8 NA NA DeadNotShot 1 D N 0 BLT72 0 0 loc BLTLE
BLT73 Female 1973 1983 9 3 0 DeadNotShot 1 D N NA BLT73 3 0 loc BLTLE
BLT75 Female 1975 1992 17 12 3 DeadNotShot 1 D N NA BLT75 12 0 loc BLTLE
BLT76 Male 1976 1979 2 NA NA DeadNotShot 1 D N 0 BLT76 0 0 loc BLTLE
BLT78 Male 1978 1978 0 NA NA DeadNotShot 1 D Q 0 BLT78 0 0 loc BLTLE
BLTLE Female 1961 1979 18 9 8 DeadNotShot 1 D N NA BLTLE 9 0 base NA
BLUFF Female NA NA NA 1 1 DeadNotShot 2 D NA NA BLUFF 1 1 Imm NA
BLUNT Male 1969 NA NA NA NA DeadNotShot 2 D NA 0 BLUNT 0 0 base NA
BMA10 Female 2010 2010 0 0 0 DeadNotShot 1 D D NA BMA10 0 0.8046875 loc CHN06
BMA11 Male 2011 2013 2 NA NA Shot 3 D S 0 BMA11 0 0.8046875 loc CHN06
BMA12 Male 2012 2013 1 NA NA Shot 3 D S 0 BMA12 0 0.8984375 loc CHN06
BMA13 Male 2013 NA NA NA NA Living 3 L NA 0 BMA13 0 0.7734375 loc CHN06
BMA15 Female 2015 2017 1 0 0 Shot 3 D S NA BMA15 0 0.3984375 loc CHN06
BMA16 Female 2016 NA NA 0 0 Living 3 L NA NA BMA16 0 0.3984375 loc CHN06
BMB10 Female 2010 2016 6 3 0 Shot 3 D S NA BMB10 3 0.408203125 loc SSK06
BMB12 Female 2012 2013 0 0 0 DeadNotShot 1 D N NA BMB12 0 0.095703125 loc SSK06
BMB13 Female 2013 2016 3 0 0 Shot 3 D S NA BMB13 0 0.439453125 loc SSK06
BMB14 Male 2014 2015 0 NA NA DeadNotShot 1 D Q 0 BMB14 0 0.095703125 loc SSK06
BNJ01 Female 2001 2002 0 0 0 DeadNotShot 1 D N NA BNJ01 0 0.28125 loc FDL96
BNJ03 Male 2003 2004 0 NA NA DeadNotShot 1 D N 0 BNJ03 0 0.09375 loc FDL96
BNN00 Female 2000 2000 0 0 0 DeadNotShot 1 D Q NA BNN00 0 0.78125 loc OAT94
BNN01 Female 2001 2001 0 0 0 DeadNotShot 1 D D NA BNN01 0 0.4375 loc OAT94
BNN02 Male 2002 2002 0 NA NA DeadNotShot 1 D D 0 BNN02 0 0.375 loc OAT94
BNN03 Female 2003 2005 1 0 0 DeadNotShot 1 D N NA BNN03 0 0.59375 loc OAT94
BNN04 Female 2004 2005 0 0 0 DeadNotShot 1 D N NA BNN04 0 0.375 loc OAT94
BNN98 Female 1998 1998 0 0 0 DeadNotShot 1 D A NA BNN98 0 0.46875 loc OAT94
BNN99 Female 1999 2000 0 0 0 DeadNotShot 1 D N NA BNN99 0 0.4375 loc OAT94
BNS05 Male 2005 NA NA NA NA Living 3 L NA 0 BNS05 0 0.125 loc PCL02
BNS07 Female 2007 2011 4 1 1 Shot 3 D S NA BNS07 1 0.125 loc PCL02
BNS09 Female 2009 2011 2 0 0 Shot 3 D S NA BNS09 0 0.625 loc PCL02
BNS10 Male 2010 2010 0 NA NA Shot 3 D S 0 BNS10 0 0.328125 loc PCL02
BNT15 Male 2015 NA NA NA NA Living 3 L NA 0 BNT15 0 0.5791015625 loc BMB10
BNT16 Male 2016 2016 0 NA NA Shot 3 D S 0 BNT16 0 0.7041015625 loc BMB10
BNX93 Female 1993 2011 17 7 3 DeadNotShot 1 D N NA BNX93 7 0.375 loc FUL89
BNX94 Female 1994 2008 13 8 4 DeadNotShot 1 D N NA BNX94 8 0.25 loc FUL89
BNX95 Female 1995 2011 15 5 4 DeadNotShot 1 D N NA BNX95 5 0.25 loc FUL89
BNX96 Male 1996 2007 10 NA NA DeadNotShot 1 D Q 5 BNX96 5 0.5 loc FUL89
BNX97 Male 1997 NA NA NA NA DeadNotShot 2 D NA 0 BNX97 0 0.25 loc FUL89
BNX98 Male 1998 2000 1 NA NA DeadNotShot 1 D N 0 BNX98 0 0.25 loc FUL89
BNX99 Male 1999 2000 0 NA NA DeadNotShot 1 D N 0 BNX99 0 0.25 loc FUL89
BNY85 Female 1985 NA NA 0 0 DeadNotShot 2 D NA NA BNY85 0 0.25 loc BON81
BNY86 Female 1986 1987 0 0 0 DeadNotShot 1 D Q NA BNY86 0 0.25 loc BON81
BOARR Male 1995 NA NA NA NA DeadNotShot 2 D NA 0 BOARR 0 1 Imm NA
BOBBY Male 2007 NA NA NA NA Living 3 L NA 6 BOBBY 6 1 Imm NA
BOM04 Male 2004 2010 6 NA NA Shot 3 D S 0 BOM04 0 0.3828125 loc BIT01
BOM06 Male 2006 2014 8 NA NA Shot 3 D S 4 BOM06 4 0.3203125 loc BIT01
BOM07 Male 2007 NA NA NA NA Living 3 L NA 0 BOM07 0 0.0703125 loc BIT01
BOM08 Male 2008 NA NA NA NA Living 3 L NA 0 BOM08 0 0.0703125 loc BIT01
BON79 Female 1979 1981 1 0 0 DeadNotShot 1 D Q NA BON79 0 0.5 loc TBONE
BON81 Female 1981 1987 6 3 1 Shot 3 D S NA BON81 3 0.5 loc TBONE
BON82 Female 1982 NA NA 2 2 DeadNotShot 2 D NA NA BON82 2 0.5 loc TBONE
BON83 Male 1983 1997 13 NA NA DeadNotShot 1 D N 2 BON83 2 0.5 loc TBONE
BOO10 Male 2010 2013 3 NA NA Shot 3 D S 0 BOO10 0 0.80859375 loc YOG06
BOO12 Male 2012 2013 0 NA NA DeadNotShot 1 D N 0 BOO12 0 0.80859375 loc YOG06
BOO13 Female 2013 2014 0 0 0 DeadNotShot 1 D N NA BOO13 0 0.80859375 loc YOG06
BOO14 Female 2014 NA NA 0 0 Living 3 L NA NA BOO14 0 0.51953125 loc YOG06
BOO15 Female 2015 NA NA 0 0 Living 3 L NA NA BOO15 0 0.68359375 loc YOG06
BOO16 Female 2016 2017 0 0 0 DeadNotShot 1 D N NA BOO16 0 0.80859375 loc YOG06
BOOMG Male 1995 NA NA NA NA DeadNotShot 2 D NA 0 BOOMG 0 1 Imm NA
BORIS Male 2000 2009 8 NA NA DeadNotShot 1 D Q 0 BORIS 0 1 Imm NA
BOSSS Male 1968 1981 12 NA NA DeadNotShot 1 D A 12 BOSSS 12 0.5 loc NA
BOT79 Female 1979 1992 12 5 3 DeadNotShot 1 D N NA BOT79 5 0 loc GL375
BOT81 Female 1981 1983 1 0 0 DeadNotShot 1 D N NA BOT81 0 0.25 loc GL375
BOT84 Male 1984 1986 1 NA NA DeadNotShot 1 D N 0 BOT84 0 0 loc GL375
BOT85 Male 1985 1986 0 NA NA DeadNotShot 1 D N 0 BOT85 0 0 loc GL375
BOU09 Female 2009 2010 1 0 0 Shot 3 D S NA BOU09 0 0.3125 loc WIS04
BOWLS Male 1976 NA NA NA NA DeadNotShot 2 D NA 0 BOWLS 0 1 Imm NA
BR274 Female 1974 1988 13 7 0 DeadNotShot 1 D N NA BR274 7 0 loc BRO70
BR276 Female 1976 1977 0 0 0 DeadNotShot 1 D A NA BR276 0 0 loc BRO70
BR278 Male 1978 1979 0 NA NA DeadNotShot 1 D N 0 BR278 0 0 loc BRO70
BR280 Male 1980 1980 0 NA NA DeadNotShot 1 D Q 0 BR280 0 0 loc BRO70
BR281 Male 1981 1982 0 NA NA DeadNotShot 1 D N 0 BR281 0 0 loc BRO70
BRA72 Female 1972 1983 11 4 3 DeadNotShot 1 D N NA BRA72 4 0 loc ELG68
BRA74 Male 1974 1979 5 NA NA Shot 3 D S 0 BRA74 0 0 loc ELG68
BRA76 Male 1976 1978 1 NA NA DeadNotShot 1 D N 0 BRA76 0 0 loc ELG68
BRA77 Female 1977 1988 10 6 2 DeadNotShot 1 D Q NA BRA77 6 0 loc ELG68
BRA79 Female 1979 1989 10 5 3 Shot 3 D S NA BRA79 5 0 loc ELG68
BRA80 Female 1980 1980 0 0 0 DeadNotShot 1 D Q NA BRA80 0 0 loc ELG68
BRA81 Female 1981 NA NA 3 2 DeadNotShot 2 D NA NA BRA81 3 0 loc ELG68
BRANN Male 1970 1983 12 NA NA DeadNotShot 1 D N 0 BRANN 0 1 Imm NA
BRAVO Male 2002 2016 13 NA NA DeadNotShot 1 D Q 13 BRAVO 13 1 Imm NA
BRBRO Male 1960 NA NA NA NA DeadNotShot 2 D NA 0 BRBRO 0 0 base NA
BRC76 Male 1976 1980 4 NA NA Shot 3 D S 0 BRC76 0 0 loc BRA72
BRC78 Male 1978 1982 3 NA NA Shot 3 D S 0 BRC78 0 0 loc BRA72
BRC80 Male 1980 1981 0 NA NA DeadNotShot 1 D A 0 BRC80 0 0 loc BRA72
BRC82 Male 1982 1988 6 NA NA Shot 3 D S 0 BRC82 0 0.5 loc BRA72
BRE90 Female 1990 NA NA 0 0 DeadNotShot 2 D NA NA BRE90 0 0.5 loc BREND
BRE91 Female 1991 2001 10 6 3 Shot 3 D S NA BRE91 6 0.75 loc BREND
BRE94 Male 1994 NA NA NA NA DeadNotShot 2 D NA 0 BRE94 0 0.5 loc BREND
BREAC Male 1966 1979 13 NA NA DeadNotShot 1 D N 0 BREAC 0 0 base NA
BREAK Male 1998 NA NA NA NA DeadNotShot 2 D NA 0 BREAK 0 1 Imm NA
BREND Female NA 1996 NA 3 3 DeadNotShot 1 D N NA BREND 3 1 Imm NA
BRENT Male 1992 NA NA NA NA DeadNotShot 2 D NA 0 BRENT 0 1 Imm NA
BRF74 Male 1974 1982 7 NA NA DeadNotShot 1 D N 0 BRF74 0 0 loc FEE71
BRF76 Male 1976 1989 12 NA NA DeadNotShot 1 D N 16 BRF76 16 0 loc FEE71
BRF77 Male 1977 NA NA NA NA DeadNotShot 2 D NA 0 BRF77 0 0 loc FEE71
BRF79 Female 1979 1993 13 8 5 DeadNotShot 1 D N NA BRF79 8 0.5 loc FEE71
BRF82 Male 1982 1983 1 NA NA DeadNotShot 1 D N 0 BRF82 0 0 loc FEE71
BRG89 Female 1989 1990 0 0 0 DeadNotShot 1 D N NA BRG89 0 0.375 loc MUR85
BRG90 Male 1990 2004 13 NA NA DeadNotShot 1 D N 3 BRG90 3 0.5 loc MUR85
BRG92 Male 1992 1996 4 NA NA Shot 3 D S 0 BRG92 0 0.375 loc MUR85
BRG94 Female 1994 1995 1 0 0 DeadNotShot 1 D Q NA BRG94 0 0.125 loc MUR85
BRG95 Male 1995 1997 1 NA NA DeadNotShot 1 D N 0 BRG95 0 0.25 loc MUR85
BRG96 Male 1996 1998 1 NA NA DeadNotShot 1 D N 0 BRG96 0 0.625 loc MUR85
BRG98 Male 1998 1999 0 NA NA DeadNotShot 1 D N 0 BRG98 0 0.625 loc MUR85
BRI85 Male 1985 NA NA NA NA DeadNotShot 2 D NA 0 BRI85 0 0 loc BRA81
BRI87 Female 1987 NA NA 0 0 DeadNotShot 2 D NA NA BRI87 0 0 loc BRA81
BRI89 Female 1989 NA NA 0 0 DeadNotShot 2 D NA NA BRI89 0 0 loc BRA81
BRIAN Male 1995 NA NA NA NA DeadNotShot 2 D NA 0 BRIAN 0 1 Imm NA
BRIGH Male 1974 NA NA NA NA DeadNotShot 2 D NA 0 BRIGH 0 1 Imm NA
BRIMS Male 2003 2013 9 NA NA DeadNotShot 1 D Q 0 BRIMS 0 0.65625 loc NA
BRLGS Male 1966 1975 8 NA NA DeadNotShot 1 D N 0 BRLGS 0 0 base NA
BRN94 Male 1994 NA NA NA NA DeadNotShot 2 D NA 0 BRN94 0 0.1875 loc WHS90
BRNCH Male 1984 NA NA NA NA DeadNotShot 2 D NA 7 BRNCH 7 1 loc NA
BRO66 Female 1966 1981 14 9 6 DeadNotShot 1 D N NA BRO66 9 0 loc BROWH
BRO70 Female 1970 1982 11 6 1 DeadNotShot 1 D N NA BRO70 6 0 loc BROWH
BRO71 Male 1971 NA NA NA NA DeadNotShot 2 D NA 0 BRO71 0 0 loc BROWH
BRO72 Male 1972 1983 10 NA NA DeadNotShot 1 D N 0 BRO72 0 0 loc BROWH
BROAD Male 2007 NA NA NA NA DeadNotShot 2 U NA 6 BROAD 6 1 Imm NA
BROWH Female 1959 1974 14 5 5 DeadNotShot 1 D N NA BROWH 5 0 base NA
BROWN Male 2002 2012 9 NA NA DeadNotShot 1 D Q 16 BROWN 16 1 Imm NA
BRS02 Female 2002 2002 0 0 0 DeadNotShot 1 D Q NA BRS02 0 0.28125 loc SKI94
BRS99 Male 1999 1999 0 NA NA DeadNotShot 1 D N 0 BRS99 0 0.375 loc SKI94
BRUNS Male 1992 NA NA NA NA DeadNotShot 2 D NA 0 BRUNS 0 1 Imm NA
BRY06 Male 2006 2006 0 NA NA DeadNotShot 1 D B 0 BRY06 0 0.3125 loc HIR03
BRY07 Male 2007 2010 3 NA NA Shot 3 D S 0 BRY07 0 0.53125 loc HIR03
BRY09 Male 2009 2014 5 NA NA Shot 3 D S 0 BRY09 0 0.3125 loc HIR03
BRY10 Female 2010 NA NA 3 0 Living 3 L NA NA BRY10 3 0.2578125 loc HIR03
BRY11 Male 2011 NA NA NA NA Living 3 L NA 2 BRY11 2 0.453125 loc HIR03
BRY12 Male 2012 NA NA NA NA Living 3 L NA 0 BRY12 0 0.15625 loc HIR03
BRY13 Male 2013 2014 0 NA NA DeadNotShot 1 D N 0 BRY13 0 0.375 loc HIR03
BRY14 Male 2014 NA NA NA NA Living 3 L NA 0 BRY14 0 0.5 loc HIR03
BRY15 Male 2015 2015 0 NA NA DeadNotShot 3 F Q 0 BRY15 0 0.65625 loc HIR03
BSG14 Female 2014 2014 0 0 0 DeadNotShot 1 D D NA BSG14 0 0.484375 loc VES10
BSG15 Male 2015 2015 0 NA NA DeadNotShot 1 D B 0 BSG15 0 0.6875 loc VES10
BSG16 Male 2016 NA NA NA NA Living 3 L NA 0 BSG16 0 0.515625 loc VES10
BST73 Female 1973 1983 10 4 2 DeadNotShot 1 D Q NA BST73 4 0 loc MHO67
BST74 Male 1974 1986 11 NA NA DeadNotShot 1 D N 1 BST74 1 0 loc MHO67
BST75 Male 1975 1982 6 NA NA DeadNotShot 1 D N 0 BST75 0 0 loc MHO67
BST76 Female 1976 1977 0 0 0 DeadNotShot 1 D N NA BST76 0 0 loc MHO67
BST77 Female 1977 1979 1 0 0 DeadNotShot 1 D N NA BST77 0 0 loc MHO67
BSY02 Male 2002 2011 9 NA NA Shot 3 D S 9 BSY02 9 0.828125 loc MLN97
BSY04 Female 2004 2010 6 2 1 DeadNotShot 1 D Q NA BSY04 2 0.453125 loc MLN97
BSY06 Male 2006 2010 4 NA NA Shot 3 D S 0 BSY06 0 0.71875 loc MLN97
BSY08 Male 2008 NA NA NA NA Living 3 L NA 0 BSY08 0 0.328125 loc MLN97
BTT09 Male 2009 2010 0 NA NA DeadNotShot 1 D N 0 BTT09 0 0.40625 loc RIB05
BUC77 Female 1977 1979 1 0 0 DeadNotShot 1 D N NA BUC77 0 0.125 loc BUL73
BUC79 Female 1979 1981 1 0 0 DeadNotShot 1 D N NA BUC79 0 0.125 loc BUL73
BUC81 Female 1981 1981 0 11 7 DeadNotShot 1 D D NA BUC81 11 0.125 loc BUL73
BUC82 Female 1982 2000 17 12 3 DeadNotShot 1 D N NA BUC82 12 0.375 loc BUL73
BUC83 Female 1983 1984 0 0 0 DeadNotShot 1 D N NA BUC83 0 0.25 loc BUL73
BUC84 Female 1984 1985 0 0 0 DeadNotShot 1 D N NA BUC84 0 0.25 loc BUL73
BUC86 Female 1986 1989 2 0 0 DeadNotShot 1 D N NA BUC86 0 0.375 loc BUL73
BUC87 Male 1987 1989 1 NA NA DeadNotShot 1 D N 0 BUC87 0 0.375 loc BUL73
BUC88 Male 1988 1988 0 NA NA DeadNotShot 1 D B 0 BUC88 0 0.375 loc BUL73
BUC89 Female 1989 1989 0 0 0 DeadNotShot 1 D B NA BUC89 0 0.375 loc BUL73
BUCKS Male 1987 NA NA NA NA DeadNotShot 2 D NA 0 BUCKS 0 1 Imm NA
BUDDY Male 1967 1979 11 NA NA DeadNotShot 1 D N 1 BUDDY 1 0 loc BROWH
BUL65 Female 1965 1980 14 7 2 DeadNotShot 1 D N NA BUL65 7 0 loc BULGY
BUL70 Female 1970 1984 13 8 1 DeadNotShot 1 D N NA BUL70 8 0 loc BULGY
BUL71 Female 1971 1986 14 12 3 DeadNotShot 1 D N NA BUL71 12 0 loc BULGY
BUL72 Male 1972 1984 11 NA NA DeadNotShot 1 D N 1 BUL72 1 0 loc BULGY
BUL73 Female 1973 1989 16 11 2 DeadNotShot 1 D C NA BUL73 11 0.25 loc BULGY
BUL75 Female 1975 1976 0 0 0 DeadNotShot 1 D N NA BUL75 0 0 loc BULGY
BULBY Male 1996 2006 9 NA NA DeadNotShot 1 D NA 13 BULBY 13 1 Imm NA
BULGY Female 1961 1976 14 8 6 DeadNotShot 1 D N NA BULGY 8 0 base NA
BUM04 Male 2004 2005 0 NA NA DeadNotShot 1 D Q 0 BUM04 0 0.515625 loc NET99
BUM06 Female 2006 2012 6 2 1 DeadNotShot 1 D C NA BUM06 2 0.484375 loc NET99
BUM07 Female 2007 2007 0 0 0 DeadNotShot 1 D Q NA BUM07 0 0.484375 loc NET99
BUM08 Female 2008 2008 0 0 0 DeadNotShot 1 D Q NA BUM08 0 0.484375 loc NET99
BUM09 Male 2009 2010 0 NA NA DeadNotShot 1 D N 0 BUM09 0 0.453125 loc NET99
BUR80 Male 1980 NA NA NA NA DeadNotShot 2 D NA 0 BUR80 0 0.5 loc BURNE
BURNE Female 1974 NA NA 1 0 DeadNotShot 2 D NA NA BURNE 1 1 Imm NA
BUS90 Female 1990 1992 2 0 0 Shot 3 D S NA BUS90 0 0.125 loc PEC86
BUS92 Female 1992 2001 9 6 1 Shot 3 D S NA BUS92 6 0.4375 loc PEC86
BUSTE Male 1985 NA NA NA NA DeadNotShot 2 D NA 0 BUSTE 0 1 Imm NA
BUT00 Female 2000 2001 0 0 0 DeadNotShot 1 D A NA BUT00 0 0.40625 loc BCL93
BUT01 Male 2001 NA NA NA NA DeadNotShot 2 U NA 0 BUT01 0 0.71875 loc BCL93
BUT02 Female 2002 NA NA 7 3 Living 3 L NA NA BUT02 7 0.71875 loc BCL93
BUT03 Female 2003 2005 1 0 0 DeadNotShot 1 D N NA BUT03 0 0.40625 loc BCL93
BUT04 Male 2004 2005 0 NA NA DeadNotShot 1 D N 0 BUT04 0 0.515625 loc BCL93
BUT05 Male 2005 2006 0 NA NA DeadNotShot 1 D N 0 BUT05 0 0.515625 loc BCL93
BUT06 Female 2006 2012 5 2 0 DeadNotShot 1 D N NA BUT06 2 0.3125 loc BCL93
BUT07 Female 2007 2008 0 0 0 DeadNotShot 1 D N NA BUT07 0 0.21875 loc BCL93
BUT96 Female 1996 2008 12 8 6 DeadNotShot 1 D N NA BUT96 8 0.34375 loc BCL93
BUT98 Female 1998 2005 6 1 0 DeadNotShot 1 D N NA BUT98 1 0.71875 loc BCL93
BUT99 Female 1999 2000 0 0 0 DeadNotShot 1 D N NA BUT99 0 0.46875 loc BCL93
BUZZA Male 1992 2004 11 NA NA DeadNotShot 1 D Q 15 BUZZA 15 0.625 loc NA
BWBLS Male 1968 1974 6 NA NA DeadNotShot 1 D Q 0 BWBLS 0 0 base NA
BZK14 Female 2014 NA NA 0 0 DeadNotShot 2 M NA NA BZK14 0 0.6171875 loc LUT10
BZK16 Female 2016 NA NA 0 0 Living 3 L NA NA BZK16 0 0.2890625 loc LUT10
CAESA Male 1960 1976 15 NA NA DeadNotShot 1 D N 3 CAESA 3 0 base NA
CAF89 Female 1989 2001 12 7 3 Shot 3 D S NA CAF89 7 0.1875 loc MAX84
CAF91 Female 1991 1993 1 0 0 DeadNotShot 1 D N NA CAF91 0 0.4375 loc MAX84
CAF93 Female 1993 2002 9 4 3 Shot 3 D S NA CAF93 4 0.375 loc MAX84
CAF96 Female 1996 2000 3 1 1 DeadNotShot 1 D N NA CAF96 1 0.6875 loc MAX84
CAF98 Female 1998 2004 5 1 1 Shot 3 D S NA CAF98 1 0.6875 loc MAX84
CAI69 Male 1969 1970 0 NA NA DeadNotShot 1 D Q 0 CAI69 0 0 loc CAILL
CAI70 Male 1970 1977 7 NA NA Shot 3 D S 1 CAI70 1 0 loc CAILL
CAI71 Male 1971 1974 3 NA NA Shot 3 D S 0 CAI71 0 0 loc CAILL
CAI72 Male 1972 1979 7 NA NA Shot 3 D S 0 CAI72 0 0 loc CAILL
CAI73 Male 1973 1973 0 NA NA DeadNotShot 1 D Q 0 CAI73 0 0 loc CAILL
CAI74 Male 1974 1979 5 NA NA Shot 3 D S 0 CAI74 0 0 loc CAILL
CAILL Female 1958 1978 19 7 4 DeadNotShot 1 D N NA CAILL 7 0 base NA
CAL79 Female 1979 1980 0 0 0 DeadNotShot 1 D Q NA CAL79 0 0 loc MOL73
CAL82 Female 1982 1995 12 6 3 DeadNotShot 1 D N NA CAL82 6 0.75 loc CIN78
CAL84 Female 1984 2000 15 9 4 DeadNotShot 1 D N NA CAL84 9 0.5 loc CIN78
CAL85 Female 1985 1988 3 1 0 DeadNotShot 1 D C NA CAL85 1 0.25 loc CIN78
CAL87 Female 1987 1989 1 0 0 DeadNotShot 1 D N NA CAL87 0 0.75 loc CIN78
CAM11 Male 2011 2013 2 NA NA Shot 3 D S 0 CAM11 0 0.8515625 loc MNM07
CAM12 Male 2012 2013 1 NA NA Shot 3 D S 0 CAM12 0 0.7578125 loc MNM07
CAM13 Male 2013 NA NA NA NA Living 3 L NA 0 CAM13 0 0.9453125 loc MNM07
CAM14 Male 2014 2014 0 NA NA DeadNotShot 1 D B 0 CAM14 0 0.7265625 loc MNM07
CAM15 Male 2015 2015 0 NA NA Shot 3 D S 0 CAM15 0 0.9453125 loc MNM07
CAN77 Male 1977 1978 0 NA NA DeadNotShot 1 D N 0 CAN77 0 0 loc WHI73
